"Identificação do post","Identificação da conta","Nome de usuário da conta","Nome da conta",Descrição,"Duração (s)","Horário de publicação","Link permanente","Tipo de post","Comentário de dados",Data,Visualizações,Alcance,Curtidas,Compartilhamentos,Seguimentos,Comentários,Salvamentos
17893082916266774,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Comente “SUPERCASO” e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",0,"07/11/2025 11:05",https://www.instagram.com/p/DL-heUEJdX-/,"Carrossel do Instagram",,Total,1921924,290056,2601,496,646,242,2100
17886789684460979,17841404658487124,oleonardorosso,"Leonardo Rosso","Muitas doutoras acreditam que o problema da clínica é a técnica ou a cidade. Mas a verdade é que elas estão presas na “Agenda Fantasma”: postam conteúdo que ninguém liga e atraem leads que só perguntam o preço.
 
O SUPERCASO recalcula sua rota. Ele reconecta quem você é com a forma como o mercado te enxerga, transformando sua vitrine em uma máquina de desejo.
 
Mas atenção: o desejo nasce no Instagram, mas o lucro só acontece se você souber conduzir a conversa no WhatsApp.
 
Aqui na Reconecta, nós não te entregamos apenas um método de postagem. Nós te damos o RESPALDO de uma instituição que pega na sua mão para transformar seguidores frios em consultas pagas com uma matemática exata: 1 consulta a cada 30 seguidores.
 
Imagina dois dias imersa na estratégia que separa as profissionais invisíveis das autoridades que faturam R$1 Milhão/ano. Se você quer garantir o seu lugar na 2º edição do nosso evento presencial, CLICA NO LINK DA BIO e faça sua pré-inscrição.",0,"03/25/2026 15:54",https://www.instagram.com/p/DWUy1lHicX-/,"Carrossel do Instagram",,Total,2372,1021,22,11,0,0,25
18081494798569557,17841404658487124,oleonardorosso,"Leonardo Rosso","O TALENTO NÃO VAI ENCHER A SUA AGENDA (E O MERCADO NÃO TE DEVE NADA) 🎓❌

Você continua esperando o dia em que o Instagram vai “entregar” seus posts? O dia em que o mercado finalmente vai reconhecer o seu diploma e o seu talento? 🤐

A verdade é ácida, mas necessária: o mercado não recompensa quem tem mais técnica. Ele recompensa quem tem posicionamento e consistência para ser lembrada.

Enquanto você espera o “momento certo”, você vive na Prisão Dourada: uma clínica impecável, jaleco caro, mas uma conta bancária que não reflete a elite do seu trabalho.

O que você chama de “sorte” ou “genialidade” nas outras doutoras, na verdade é repetição qualificada. É o compromisso de: 
✅ Repetir o SUPERCASO certo (e parar de deixar caso bom parecer caso comum). 
✅ Repetir o posicionamento de autoridade (e parar de ser a “Doutora Boazinha”). 
✅ Repetir o processo comercial que converte seguidores em PIX na conta.

Cristiano Ronaldo não esperou o talento cair do céu. Ele treinou o básico com excelência até se tornar inevitável. E na Harmonização Facial, o jogo é o mesmo.

Talvez não te falte técnica. Talvez o que te falte é um mecanismo que transforme a sua competência em autoridade percebida.

Você quer parar de correr atrás de pacientes que só pedem desconto e começar a ser procurada por quem paga R$ 10k, R$ 20k sorrindo?

🚀 O seu lugar de destaque não é um desejo, é uma construção estratégica.

Siga este perfil para aprender a transformar os casos que você já tem em uma máquina previsível de captação e faturar os R$ 100 mil/mês que a sua técnica merece.",137,"03/25/2026 15:00",https://www.instagram.com/reel/DWUssCsyLC0/,"Reel do Instagram",,Total,16235,13162,140,10,12,1,6
18084990089202875,17841404658487124,oleonardorosso,"Leonardo Rosso","O SEU DIPLOMA NÃO VALE UM LIKE (E NEM UM PIX) 🎓❌

Você passou anos estudando, empilhando títulos e investindo centenas de milhares de reais em técnica. Mas, no fim do dia, a realidade é uma só: você se sente tecnicamente brilhante, mas comercialmente invisível. 🤐
 
Muitas doutoras caem na armadilha da “Doutora Boazinha”: aquela que domina a mão, mas vive uma “taquicardia silenciosa” ao abrir a agenda e ver abismos financeiros.
 
Você justificou para todos que “na sua região só querem preço”. Mas a verdade secreta é que você se tornou escrava da sua própria Prisão Dourada, uma clínica linda, mas sem lucro e sem tempo livre real. 🏰
 
A boa notícia? O problema não é a sua técnica. É o seu posicionamento.
 
Ninguém acorda querendo um post explicativo sobre botox. O paciente premium quer o Futuro Perfeito.
 
Na RECONECTA, nós trocamos o “cardápio de botox” pelo mecanismo do SUPERCASO: 
✅ Faturamento de R$ 100 mil/mês com agenda própria. 
✅ Estilo de vida 4/2 (trabalhe menos, lucre mais). 
✅ 1 consulta paga a cada 30 novos seguidores.
 
Chega de cavar sua mina de ouro com uma colher de plástico. Chega de ser refém de agências que não entendem o seu jogo.
 
🚀 Quer sair da invisibilidade e ser a autoridade mais bem paga da sua região?
Siga este perfil para dominar o mercado de Harmonização Facial e clique no LINK DA BIO para validar o seu modelo de gestão com a metodologia que já transformou milhares de clínicas no Brasil.",114,"03/24/2026 16:00",https://www.instagram.com/reel/DWSOyRbyRlc/,"Reel do Instagram",,Total,21230,16014,218,12,12,2,11
17937846048188072,17841404658487124,oleonardorosso,"Leonardo Rosso","O mercado de Harmonização Facial está cheio de “vendedores de métodos”. Mas quem cuida da vida da profissional que está por trás do jaleco? 👩‍⚕️

A história do Pietro é a prova de que a invisibilidade é um estado passageiro para quem decide ter direção. Ele saiu de um faturamento de R$ 1.800/mês no sofá de casa para R$ 115 mil/mês e a clínica própria. 

Ele não tatuou uma mentoria de marketing. Ele marcou na pele o movimento que o ensinou a ser visto como a autoridade que ele sempre foi. ✨

Na Reconecta, nós não vendemos marketing. Nós vendemos MUDANÇA DE POSIÇÃO. 🚀

Nós somos um Ecossistema de Crescimento. Pegamos na sua mão para que a sua técnica impecável encontre o seu Novo Normal: a Agenda de R$ 1 Milhão/ano. 💎

Aqui você tem o RESPALDO de uma instituição que trata o seu progresso como se fosse o nosso. Se você cansou de “tentar dar certo” sozinha e quer um caminho validado para ser referência, seu lugar é na nossa família. 🤝

Chega de ser invisível. É hora de ser Inevitável. 🔥
🔗 Toque no link da bio e agende sua Sessão Estratégica gratuita. Vamos descobrir onde o seu crescimento está travado.",0,"03/24/2026 09:49",https://www.instagram.com/p/DWRkTAQETYV/,"Carrossel do Instagram",,Total,5333,2307,37,13,0,6,4
18194857930359418,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Toque no link da bio e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",0,"03/23/2026 15:38",https://www.instagram.com/p/DWPneKuCWCN/,"Carrossel do Instagram",,Total,3650,1454,23,6,1,3,8
17944110585134159,17841404658487124,oleonardorosso,"Leonardo Rosso","Muitas profissionais da harmonização facial vivem uma mentira elegante: o jaleco está impecável, o faturamento chega a 70k, mas a conta bancária não fecha e a paz de espírito é inexistente.

Esse era o cenário da Tamara. Mesmo dominando a técnica e investindo em inúmeros cursos de marketing, ela se viu em uma montanha-russa: o faturamento despencou e a sensação de invisibilidade no mercado só crescia.

O erro comum? Tentar aplicar fórmulas prontas de “vender todo santo dia” que não respeitam a autoridade de uma doutora.

Na Reconecta, nós não entregamos apenas “mais um curso de marketing”. Nós somos o ecossistema que recalcula sua rota.
Para a Tamara, o ajuste foi um Posicionamento Cirúrgico:
1️⃣ Parar de atrair curiosos com promoções vazias.
2️⃣ Se tornar Inevitável para o paciente de alto ticket.
3️⃣ Usar o negócio como MEIO para construir a vida dos sonhos, e não como um fardo.

O resultado de estar no ecossistema certo:
🚀 Recorde de R$ 105 mil faturados em dezembro.
📈 Crescimento contínuo em janeiro (o mês “difícil” do mercado).
✨ Mas, acima de tudo: Segurança e Orgulho do que construiu.

Chega de tentar dar ‘pouco certo’ sozinha. A Reconecta não é uma mentoria de marketing ou um curso de vendas. Nós somos um ecossistema, uma elite estratégica que trata o seu negócio como se fosse o nosso. Nosso objetivo não é apenas encher o seu caixa, mas transformar a sua posição no mercado. É fazer com que você se torne a doutora mais confiante e orgulhosa da carreira que construiu, ganhando mais, trabalhando menos e recuperando a liberdade de tempo que você perdeu pelo caminho.

Chega de ser invisível. É hora de ser Inevitável.
🔗 Toque no link da bio, nosso time está te esperando!",0,"03/20/2026 14:42",https://www.instagram.com/p/DWHyk96iTMp/,"Carrossel do Instagram",,Total,4834,2027,17,14,0,3,9
17888981805332167,17841404658487124,oleonardorosso,"Leonardo Rosso","1 consulta paga a cada 30 novos seguidores já poderia ser uma realidade. Toque no link da bio e saiba como.

#harmonizacaofacial #merzaesthetics #supercaso #hof #neuvia",0,"03/18/2026 13:31",https://www.instagram.com/p/DWCg7MwCRSR/,"Carrossel do Instagram",,Total,2930,1262,13,6,0,0,11
17864788692603058,17841404658487124,oleonardorosso,"Leonardo Rosso","O sentimento que transborda hoje é de profunda gratidão.
⠀
Muito obrigado por confiarem e por construírem esse movimento da Harmonização ao nosso lado.
⠀
Um movimento que entende que a forma como você é visto pelo mercado começa, antes de tudo, pela reconexão com quem você realmente é.
⠀
É a partir dessa força interna, somada à gestão e à excelência clínica, que construímos a base para a sua clínica faturar pelo menos 1 milhão por ano.
⠀
Que privilégio ter cada um de vocês no nosso ecossistema. Crescer ao lado de vocês é a nossa maior recompensa!",305,"03/16/2026 16:37",https://www.instagram.com/reel/DV9sLE0CUcd/,"Reel do Instagram",,Total,253931,83870,213,60,37,21,88
18102492067912494,17841404658487124,oleonardorosso,"Leonardo Rosso","Acho que deu ruim… 🫢",22,"03/15/2026 07:27",https://www.instagram.com/reel/DV6IvrZDqra/,"Reel do Instagram",,Total,150218,66746,289,39,18,19,9
18069532184257468,17841404658487124,oleonardorosso,"Leonardo Rosso","Reconectando quem você é e como você é vista.",190,"03/14/2026 07:57",https://www.instagram.com/reel/DV3mqV6jjkC/,"Reel do Instagram",,Total,2141,1531,43,4,3,4,7
18315549106270776,17841404658487124,oleonardorosso,"Leonardo Rosso","Algumas conversas simplesmente não acontecem em qualquer lugar.
⠀
Um pouco mais de 80 doutoras.
⠀
Um grupo seleto de profissionais que com o nosso apoio já chegaram longe…
⠀
Mas que entenderam que o próximo nível não é trabalhar mais.
⠀
É faturar mais com menos horas de trabalho. É ter liberdade para ver a clínica crescer… sem precisar ser o centro de tudo.
⠀
Chegar aqui já provou o nível de profissional que elas são…
⠀
Mas o que acontece aqui dentro muda a forma como muitas clínicas vão funcionar pelos próximos anos. E se preparem, porque elas vão chegar gigantes! 🎯
⠀
E a manhã está só começando 🎉",0,"03/13/2026 09:21",https://www.instagram.com/p/DV1MWFKjuiL/,"Carrossel do Instagram",,Total,618207,133399,657,3,17,6,28
18176630551380790,17841404658487124,oleonardorosso,"Leonardo Rosso","O seu WhatsApp é um balcão de informações ou uma máquina de lucro? 📲

Doutora, sejamos honestas: o paciente pergunta o preço porque ele não sabe o que perguntar. E se você (ou sua secretária) responde apenas o valor, você deu a ele o único critério que ele conhece para te comparar: o bolso.

Quando você não tem um Manual de Perguntas estratégico, o atendimento vira um interrogatório ou um panfleto de preços. O resultado? O paciente lê, acha ""caro"" e nunca mais responde.

O silêncio dele é o custo da sua falta de script.

Para converter 1 agendamento a cada 5 contatos, você precisa: 1️⃣ Parar de dar preço seco. 2️⃣ Inverter a lógica com perguntas de diagnóstico. 3️⃣ Fazer o paciente desejar o seu olhar clínico antes de saber o custo.

Eu quero te dar o primeiro passo para essa virada.

Preparei o meu [MANUAL DE PERGUNTAS] — o mesmo roteiro que usamos para filtrar curiosos e atrair quem paga R$ 5k, R$ 10k em um plano de tratamento sem questionar.

👇 Para receber o acesso ao Manual agora: Comente MANUAL aqui embaixo e eu te envio o link no Direct.",0,"03/10/2026 11:00",https://www.instagram.com/p/DVtpSTZCZJ1/,"Carrossel do Instagram",,Total,3699,1661,21,29,3,43,32
17902871022384246,17841404658487124,oleonardorosso,"Leonardo Rosso","Hoje, você sente que perde mais paciente porque eles reclamam do preço, ou porque eles simplesmente somem do WhatsApp e te deixam no vácuo? 👇

O paciente premium, aquele que investe 10, 20 mil reais num plano de tratamento, não chora preço porque não tem dinheiro. Ele chora preço porque não viu valor em você.

A gente vê esse jogo virar todos os dias aqui . Tem gente que parou de inventar moda, fez o básico bem feito, empacotando a arte dela num verdadeiro SUPERCASO, e em menos de 1 mês já faturou mais de 18 mil reais. Sem precisar de mais um curso de anatomia, e sem dar um único real de desconto.

A questão é que você pega um caso absurdo de bom, que você demorou horas esculpindo, e posta de um jeito tão técnico ou comum que, para ele, você vira só mais uma opção na lista do WhatsApp para comparar orçamento.

Sabe por que isso acontece? Porque o seu perfil não fala de transformação. Ele não conecta. A paciente entra lá e não consegue imaginar o peso real da mudança que você gera na vida dela. Ela olha para o seu feed e não se sente entendida por você.

Faz esse exercício de autorreflexão agora: se você entrasse no seu próprio perfil hoje como uma possível paciente, você acha de verdade que valeria a pena entrar em contato? Ou você mesma acharia que é só mais uma clínica igual a todas as outras?

E se você cansou de ser a melhor tecnicamente e a mais invisível da sua cidade, segue a gente. Aqui não tem diquinha de marketing, tem o mapa prático para você virar a escolha inevitável do paciente premium e faturar os teus 100 mil no mês operando só com a tua secretária.",45,"03/09/2026 16:30",https://www.instagram.com/reel/DVrqMfwyEdn/,"Reel do Instagram",,Total,21013,15482,105,6,8,2,8
